model,number,is_prime,score
gpt-4-0613,66082,False,1
gpt-3.5-turbo-0301,65866,False,1
gpt-3.5-turbo-0613,58910,False,1
gpt-4-0314,44082,False,1
gpt-4-0613,86994,False,1
gpt-3.5-turbo-0301,56280,False,1
gpt-3.5-turbo-0613,58831,True,1
gpt-4-0314,50047,True,1
gpt-4-0613,86953,False,1
gpt-3.5-turbo-0301,42988,False,1
gpt-3.5-turbo-0613,45810,False,1
gpt-4-0314,80359,False,0
gpt-4-0613,53210,False,1
gpt-3.5-turbo-0301,96589,True,0
gpt-3.5-turbo-0613,80308,False,1
gpt-4-0314,74280,False,1
gpt-4-0613,17018,False,1
gpt-3.5-turbo-0301,18615,False,1
gpt-3.5-turbo-0613,42848,False,1
gpt-4-0314,82034,False,1
gpt-4-0613,18110,False,1
gpt-3.5-turbo-0301,15639,False,1
gpt-3.5-turbo-0613,24114,False,1
gpt-4-0314,81655,False,0
gpt-4-0613,83098,False,1
gpt-3.5-turbo-0301,29746,False,1
gpt-3.5-turbo-0613,54778,False,1
gpt-4-0314,12866,False,1
gpt-4-0613,84604,False,1
gpt-3.5-turbo-0301,68220,False,1
gpt-3.5-turbo-0613,73694,False,1
gpt-4-0314,65908,False,1
gpt-4-0613,30301,False,1
gpt-3.5-turbo-0301,79715,False,1
gpt-3.5-turbo-0613,78983,False,0
gpt-4-0314,38176,False,1
gpt-4-0613,13653,False,1
gpt-3.5-turbo-0301,67443,False,1
gpt-3.5-turbo-0613,43314,False,1
gpt-4-0314,25494,False,1
gpt-4-0613,77697,False,1
gpt-3.5-turbo-0301,36076,False,1
gpt-3.5-turbo-0613,99467,False,0
gpt-4-0314,11927,True,1
gpt-4-0613,13253,False,1
gpt-3.5-turbo-0301,14989,False,1
gpt-3.5-turbo-0613,23163,False,1
gpt-4-0314,35407,True,1
gpt-4-0613,47287,True,0
gpt-3.5-turbo-0301,11757,False,1
gpt-3.5-turbo-0613,72085,False,0
gpt-4-0314,93748,False,1
gpt-4-0613,76424,False,1
gpt-3.5-turbo-0301,39572,False,1
gpt-3.5-turbo-0613,15408,False,1
gpt-4-0314,46167,False,0
gpt-4-0613,67676,False,1
gpt-3.5-turbo-0301,66228,False,1
gpt-3.5-turbo-0613,81443,False,0
gpt-4-0314,31864,False,1
gpt-4-0613,12218,False,1
gpt-3.5-turbo-0301,76786,False,1
gpt-3.5-turbo-0613,80811,False,1
gpt-4-0314,54556,False,1
gpt-4-0613,54111,False,1
gpt-3.5-turbo-0301,15976,False,1
gpt-3.5-turbo-0613,66745,False,1
gpt-4-0314,57721,False,0
gpt-4-0613,93565,False,1
gpt-3.5-turbo-0301,78037,False,1
gpt-3.5-turbo-0613,12933,False,1
gpt-4-0314,91150,False,1
gpt-4-0613,57706,False,1
gpt-3.5-turbo-0301,55786,False,1
gpt-3.5-turbo-0613,24700,False,1
gpt-4-0314,69097,False,0
gpt-4-0613,40908,False,1
gpt-3.5-turbo-0301,55762,False,1
gpt-3.5-turbo-0613,40856,False,1
gpt-4-0314,11591,False,0
gpt-4-0613,28938,False,1
gpt-3.5-turbo-0301,97165,False,1
gpt-3.5-turbo-0613,86322,False,0
gpt-4-0314,20028,False,1
gpt-4-0613,65308,False,1
gpt-3.5-turbo-0301,94882,False,1
gpt-3.5-turbo-0613,95809,False,0
gpt-4-0314,78891,False,0
gpt-4-0613,46386,False,1
gpt-3.5-turbo-0301,74948,False,1
gpt-3.5-turbo-0613,30561,False,0
gpt-4-0314,65625,False,1
gpt-4-0613,66962,False,1
gpt-3.5-turbo-0301,91747,False,1
gpt-3.5-turbo-0613,42377,False,0
gpt-4-0314,70994,False,1
gpt-4-0613,36109,True,0
gpt-3.5-turbo-0301,85276,False,1
gpt-3.5-turbo-0613,18513,False,1
gpt-4-0314,65351,False,0
gpt-4-0613,24895,False,1
gpt-3.5-turbo-0301,39429,False,1
gpt-3.5-turbo-0613,69502,False,1
gpt-4-0314,80618,False,1
gpt-4-0613,77699,True,0
gpt-3.5-turbo-0301,63929,True,0
gpt-3.5-turbo-0613,98451,False,1
gpt-4-0314,28974,False,1
gpt-4-0613,34719,False,1
gpt-3.5-turbo-0301,21981,False,1
gpt-3.5-turbo-0613,14683,True,1
gpt-4-0314,50154,False,1
gpt-4-0613,39399,False,1
gpt-3.5-turbo-0301,72835,False,1
gpt-3.5-turbo-0613,68726,False,1
gpt-4-0314,78190,False,1
gpt-4-0613,85938,False,1
gpt-3.5-turbo-0301,12522,False,1
gpt-3.5-turbo-0613,54550,False,1
gpt-4-0314,54437,True,1
gpt-4-0613,91433,True,0
gpt-3.5-turbo-0301,89518,False,1
gpt-3.5-turbo-0613,88205,False,0
gpt-4-0314,71897,False,0
gpt-4-0613,58321,True,0
gpt-3.5-turbo-0301,90366,False,1
gpt-3.5-turbo-0613,60384,False,1
gpt-4-0314,76255,False,1
gpt-4-0613,90482,False,1
gpt-3.5-turbo-0301,58888,False,1
gpt-3.5-turbo-0613,32982,False,1
gpt-4-0314,46512,False,1
gpt-4-0613,68290,False,1
gpt-3.5-turbo-0301,37930,False,1
gpt-3.5-turbo-0613,63831,False,0
gpt-4-0314,91909,True,1
gpt-4-0613,26636,False,1
gpt-3.5-turbo-0301,23545,False,1
gpt-3.5-turbo-0613,92918,False,1
gpt-4-0314,15476,False,1
gpt-4-0613,94122,False,1
gpt-3.5-turbo-0301,23126,False,1
gpt-3.5-turbo-0613,80643,False,0
gpt-4-0314,10574,False,1
gpt-4-0613,51111,False,1
gpt-3.5-turbo-0301,47205,False,1
gpt-3.5-turbo-0613,85922,False,1
gpt-4-0314,79720,False,1
gpt-4-0613,58530,False,1
gpt-3.5-turbo-0301,46790,False,1
gpt-3.5-turbo-0613,74296,False,1
gpt-4-0314,17678,False,1
gpt-4-0613,70330,False,1
gpt-3.5-turbo-0301,65526,False,1
gpt-3.5-turbo-0613,32963,False,0
gpt-4-0314,17468,False,1
gpt-4-0613,68255,False,1
gpt-3.5-turbo-0301,89177,False,1
gpt-3.5-turbo-0613,91405,False,1
gpt-4-0314,92147,False,0
gpt-4-0613,87919,False,1
gpt-3.5-turbo-0301,16434,False,1
gpt-3.5-turbo-0613,36878,False,1
gpt-4-0314,28365,False,1
gpt-4-0613,49368,False,1
gpt-3.5-turbo-0301,91304,False,1
gpt-3.5-turbo-0613,32288,False,1
gpt-4-0314,77580,False,1
gpt-4-0613,65056,False,1
gpt-3.5-turbo-0301,70887,False,1
gpt-3.5-turbo-0613,31641,False,1
gpt-4-0314,32639,False,0
gpt-4-0613,23340,False,1
gpt-3.5-turbo-0301,53936,False,1
gpt-3.5-turbo-0613,68683,True,1
gpt-4-0314,21425,False,1
gpt-4-0613,40287,False,1
gpt-3.5-turbo-0301,33460,False,1
gpt-3.5-turbo-0613,30056,False,1
gpt-4-0314,60002,False,1
gpt-4-0613,19531,True,0
gpt-3.5-turbo-0301,93380,False,1
gpt-3.5-turbo-0613,53089,True,1
gpt-4-0314,42497,False,0
gpt-4-0613,11420,False,1
gpt-3.5-turbo-0301,45051,False,1
gpt-3.5-turbo-0613,29002,False,1
gpt-4-0314,78724,False,1
gpt-4-0613,64943,False,1
gpt-3.5-turbo-0301,67258,False,1
gpt-3.5-turbo-0613,98792,False,1
gpt-4-0314,62441,False,0
gpt-4-0613,87631,True,0
gpt-3.5-turbo-0301,12774,False,1
gpt-3.5-turbo-0613,61664,False,1
gpt-4-0314,94087,False,0
gpt-4-0613,56170,False,1
gpt-3.5-turbo-0301,35769,False,0
gpt-3.5-turbo-0613,49356,False,1
gpt-4-0314,66546,False,1
gpt-4-0613,74482,False,1
gpt-3.5-turbo-0301,40903,True,0
gpt-3.5-turbo-0613,55707,False,0
gpt-4-0314,25812,False,1
gpt-4-0613,77286,False,1
gpt-3.5-turbo-0301,33054,False,1
gpt-3.5-turbo-0613,25299,False,1
gpt-4-0314,75547,False,0
gpt-4-0613,24348,False,1
gpt-3.5-turbo-0301,48722,False,1
gpt-3.5-turbo-0613,78096,False,1
gpt-4-0314,70986,False,1
gpt-4-0613,43874,False,1
gpt-3.5-turbo-0301,93345,False,1
gpt-3.5-turbo-0613,35130,False,1
gpt-4-0314,27421,False,0
gpt-4-0613,11366,False,1
gpt-3.5-turbo-0301,61921,False,1
gpt-3.5-turbo-0613,64024,False,1
gpt-4-0314,68841,False,0
gpt-4-0613,35527,True,0
gpt-3.5-turbo-0301,91391,False,1
gpt-3.5-turbo-0613,56604,False,1
gpt-4-0314,53293,False,0
gpt-4-0613,95737,True,0
gpt-3.5-turbo-0301,25128,False,1
gpt-3.5-turbo-0613,28625,False,1
gpt-4-0314,43524,False,1
gpt-4-0613,26486,False,1
gpt-3.5-turbo-0301,63460,False,1
gpt-3.5-turbo-0613,65676,False,1
gpt-4-0314,93523,True,1
gpt-4-0613,91661,False,1
gpt-3.5-turbo-0301,33463,False,1
gpt-3.5-turbo-0613,84165,False,0
gpt-4-0314,13688,False,1
gpt-4-0613,65028,False,1
gpt-3.5-turbo-0301,14013,False,1
gpt-3.5-turbo-0613,91753,True,1
gpt-4-0314,35801,True,1
gpt-4-0613,21062,False,1
gpt-3.5-turbo-0301,39076,False,1
gpt-3.5-turbo-0613,33132,False,1
gpt-4-0314,94299,False,0
gpt-4-0613,12566,False,1
gpt-3.5-turbo-0301,13544,False,1
gpt-3.5-turbo-0613,75468,False,1
gpt-4-0314,49854,False,1
gpt-4-0613,62896,False,1
gpt-3.5-turbo-0301,50908,False,1
gpt-3.5-turbo-0613,77695,False,1
gpt-4-0314,86136,False,1
gpt-4-0613,39407,False,1
gpt-3.5-turbo-0301,22028,False,1
gpt-3.5-turbo-0613,78600,False,1
gpt-4-0314,11867,True,1
gpt-4-0613,48323,False,1
gpt-3.5-turbo-0301,98413,False,1
gpt-3.5-turbo-0613,17575,False,0
gpt-4-0314,25254,False,1
gpt-4-0613,84083,False,1
gpt-3.5-turbo-0301,47692,False,1
gpt-3.5-turbo-0613,28946,False,1
gpt-4-0314,27383,False,0
gpt-4-0613,93478,False,1
gpt-3.5-turbo-0301,57009,False,1
gpt-3.5-turbo-0613,32692,False,1
gpt-4-0314,52373,False,0
gpt-4-0613,61055,False,1
gpt-3.5-turbo-0301,52826,False,1
gpt-3.5-turbo-0613,76292,False,0
gpt-4-0314,80585,False,1
gpt-4-0613,54279,False,1
gpt-3.5-turbo-0301,61045,False,1
gpt-3.5-turbo-0613,25316,False,1
gpt-4-0314,33561,False,0
gpt-4-0613,31320,False,1
gpt-3.5-turbo-0301,82278,False,0
gpt-3.5-turbo-0613,84220,False,1
gpt-4-0314,60300,False,1
gpt-4-0613,72916,False,1
gpt-3.5-turbo-0301,57135,False,1
gpt-3.5-turbo-0613,53932,False,1
gpt-4-0314,94673,False,0
gpt-4-0613,82039,True,0
gpt-3.5-turbo-0301,36194,False,1
gpt-3.5-turbo-0613,78737,True,1
gpt-4-0314,71152,False,1
gpt-4-0613,39542,False,1
gpt-3.5-turbo-0301,34389,False,1
gpt-3.5-turbo-0613,43060,False,1
gpt-4-0314,70707,False,0
gpt-4-0613,18986,False,1
gpt-3.5-turbo-0301,54136,False,1
gpt-3.5-turbo-0613,31179,False,0
gpt-4-0314,25039,False,0
gpt-4-0613,23831,True,0
gpt-3.5-turbo-0301,42795,False,1
gpt-3.5-turbo-0613,61763,False,1
gpt-4-0314,91469,False,0
gpt-4-0613,48605,False,1
gpt-3.5-turbo-0301,63409,True,0
gpt-3.5-turbo-0613,56268,False,1
gpt-4-0314,68208,False,1
gpt-4-0613,31120,False,1
gpt-3.5-turbo-0301,27269,False,1
gpt-3.5-turbo-0613,97612,False,1
gpt-4-0314,49720,False,1
gpt-4-0613,87389,False,1
gpt-3.5-turbo-0301,82221,False,1
gpt-3.5-turbo-0613,99553,False,0
gpt-4-0314,30366,False,1
gpt-4-0613,19787,False,1
gpt-3.5-turbo-0301,51263,True,0
gpt-3.5-turbo-0613,89864,False,1
gpt-4-0314,82141,True,1
gpt-4-0613,70205,False,1
gpt-3.5-turbo-0301,45747,False,1
gpt-3.5-turbo-0613,90652,False,1
gpt-4-0314,39502,False,1
gpt-4-0613,17261,False,1
gpt-3.5-turbo-0301,44194,False,1
gpt-3.5-turbo-0613,79729,False,0
gpt-4-0314,16293,False,0
gpt-4-0613,50265,False,1
gpt-3.5-turbo-0301,16676,False,1
gpt-3.5-turbo-0613,51152,False,1
gpt-4-0314,94130,False,1
gpt-4-0613,25791,False,1
gpt-3.5-turbo-0301,80914,False,1
gpt-3.5-turbo-0613,80329,True,1
gpt-4-0314,83843,True,1
gpt-4-0613,21503,True,0
gpt-3.5-turbo-0301,93207,False,1
gpt-3.5-turbo-0613,41118,False,1
gpt-4-0314,95340,False,1
gpt-4-0613,16519,True,0
gpt-3.5-turbo-0301,50137,False,0
gpt-3.5-turbo-0613,25543,False,0
gpt-4-0314,78217,False,0
gpt-4-0613,25748,False,1
gpt-3.5-turbo-0301,25165,False,1
gpt-3.5-turbo-0613,49189,False,0
gpt-4-0314,56673,False,0
gpt-4-0613,59790,False,1
gpt-3.5-turbo-0301,46273,True,0
gpt-3.5-turbo-0613,20146,False,1
gpt-4-0314,51743,False,0
gpt-4-0613,95896,False,1
gpt-3.5-turbo-0301,66965,False,0
gpt-3.5-turbo-0613,31790,False,1
gpt-4-0314,44754,False,1
gpt-4-0613,78560,False,1
gpt-3.5-turbo-0301,85067,False,1
gpt-3.5-turbo-0613,94593,False,1
gpt-4-0314,82314,False,1
gpt-4-0613,43544,False,1
gpt-3.5-turbo-0301,43129,False,1
gpt-3.5-turbo-0613,42418,False,1
gpt-4-0314,31625,False,1
gpt-4-0613,92171,False,0
gpt-3.5-turbo-0301,74415,False,1
gpt-3.5-turbo-0613,99874,False,1
gpt-4-0314,84399,False,1
gpt-4-0613,27365,False,1
gpt-3.5-turbo-0301,79737,False,1
gpt-3.5-turbo-0613,79405,False,1
gpt-4-0314,12211,True,1
gpt-4-0613,64368,False,1
gpt-3.5-turbo-0301,16239,False,1
gpt-3.5-turbo-0613,34028,False,1
gpt-4-0314,40912,False,1
gpt-4-0613,46214,False,1
gpt-3.5-turbo-0301,34179,False,1
gpt-3.5-turbo-0613,23057,True,1
gpt-4-0314,20352,False,1
gpt-4-0613,87142,False,1
gpt-3.5-turbo-0301,45969,False,1
gpt-3.5-turbo-0613,81101,True,1
gpt-4-0314,89627,True,1
gpt-4-0613,13039,False,1
gpt-3.5-turbo-0301,26628,False,1
gpt-3.5-turbo-0613,37332,False,1
gpt-4-0314,52629,False,0
gpt-4-0613,34916,False,1
gpt-3.5-turbo-0301,60252,False,1
gpt-3.5-turbo-0613,11088,False,1
gpt-4-0314,32240,False,1
gpt-4-0613,72229,True,0
gpt-3.5-turbo-0301,69346,False,1
gpt-3.5-turbo-0613,84971,False,0
gpt-4-0314,32741,False,0
gpt-4-0613,18996,False,1
gpt-3.5-turbo-0301,84061,True,0
gpt-3.5-turbo-0613,52539,False,1
gpt-4-0314,11108,False,1
gpt-4-0613,21224,False,1
gpt-3.5-turbo-0301,58009,False,1
gpt-3.5-turbo-0613,92267,False,0
gpt-4-0314,13948,False,1
gpt-4-0613,33185,False,1
gpt-3.5-turbo-0301,99429,False,1
gpt-3.5-turbo-0613,92347,True,1
gpt-4-0314,45951,False,0
gpt-4-0613,96062,False,1
gpt-3.5-turbo-0301,72181,False,1
gpt-3.5-turbo-0613,64108,False,1
gpt-4-0314,31573,True,1
gpt-4-0613,23723,False,1
gpt-3.5-turbo-0301,90194,False,1
gpt-3.5-turbo-0613,83023,True,1
gpt-4-0314,17261,False,0
gpt-4-0613,23988,False,1
gpt-3.5-turbo-0301,60590,False,1
gpt-3.5-turbo-0613,64424,False,1
gpt-4-0314,61483,True,1
gpt-4-0613,83515,False,1
gpt-3.5-turbo-0301,37408,False,1
gpt-3.5-turbo-0613,80006,False,1
gpt-4-0314,68329,True,1
gpt-4-0613,14365,False,1
gpt-3.5-turbo-0301,30613,False,1
gpt-3.5-turbo-0613,91731,False,1
gpt-4-0314,45783,False,0
gpt-4-0613,53465,False,1
gpt-3.5-turbo-0301,12454,False,1
gpt-3.5-turbo-0613,48343,False,0
gpt-4-0314,11106,False,1
gpt-4-0613,24955,False,1
gpt-3.5-turbo-0301,23528,False,1
gpt-3.5-turbo-0613,44903,False,0
gpt-4-0314,89796,False,1
gpt-4-0613,89925,False,1
gpt-3.5-turbo-0301,63109,False,1
gpt-3.5-turbo-0613,28868,False,1
gpt-4-0314,67602,False,1
gpt-4-0613,27296,False,1
gpt-3.5-turbo-0301,26699,True,0
gpt-3.5-turbo-0613,72700,False,1
gpt-4-0314,36703,False,0
gpt-4-0613,79113,False,1
gpt-3.5-turbo-0301,75590,False,1
gpt-3.5-turbo-0613,83416,False,1
gpt-4-0314,83460,False,1
gpt-4-0613,71822,False,1
gpt-3.5-turbo-0301,95369,True,0
gpt-3.5-turbo-0613,91465,False,1
gpt-4-0314,39578,False,1
gpt-4-0613,86814,False,1
gpt-3.5-turbo-0301,53484,False,1
gpt-3.5-turbo-0613,73444,False,1
gpt-4-0314,94996,False,1
gpt-4-0613,10170,False,1
gpt-3.5-turbo-0301,66643,True,0
gpt-3.5-turbo-0613,22589,False,0
gpt-4-0314,65894,False,1
gpt-4-0613,10008,False,1
gpt-3.5-turbo-0301,92422,False,1
gpt-3.5-turbo-0613,65581,True,1
gpt-4-0314,10356,False,1
gpt-4-0613,25424,False,1
gpt-3.5-turbo-0301,67204,False,1
gpt-3.5-turbo-0613,38376,False,1
gpt-4-0314,18491,False,0
gpt-4-0613,71197,False,0
gpt-3.5-turbo-0301,66300,False,1
gpt-3.5-turbo-0613,23328,False,1
gpt-4-0314,40853,True,1
gpt-4-0613,97472,False,1
gpt-3.5-turbo-0301,84630,False,1
gpt-3.5-turbo-0613,97942,False,1
gpt-4-0314,77331,False,0
gpt-4-0613,11027,True,0
gpt-3.5-turbo-0301,93654,False,1
gpt-3.5-turbo-0613,94672,False,1
gpt-4-0314,45077,True,0
gpt-4-0613,17783,True,0
gpt-3.5-turbo-0301,89848,False,1
gpt-3.5-turbo-0613,56702,False,1
gpt-4-0314,98665,False,1
gpt-4-0613,18198,False,1
gpt-3.5-turbo-0301,85455,False,1
gpt-3.5-turbo-0613,21905,False,0
gpt-4-0314,57276,False,1
gpt-4-0613,36080,False,1
gpt-3.5-turbo-0301,89208,False,1
gpt-3.5-turbo-0613,34706,False,1
gpt-4-0314,58563,False,1
gpt-4-0613,35328,False,1
gpt-3.5-turbo-0301,26026,False,1
gpt-3.5-turbo-0613,64289,False,0
gpt-4-0314,60815,False,1
gpt-4-0613,22286,False,1
gpt-3.5-turbo-0301,88653,False,1
gpt-3.5-turbo-0613,80994,False,1
gpt-4-0314,37194,False,1
gpt-4-0613,67113,False,1
gpt-3.5-turbo-0301,31399,False,1
gpt-3.5-turbo-0613,36937,False,0
gpt-4-0314,21796,False,1
gpt-4-0613,85034,False,1
gpt-3.5-turbo-0301,60924,False,1
gpt-3.5-turbo-0613,54387,False,1
gpt-4-0314,75460,False,1
gpt-4-0613,42444,False,1
gpt-3.5-turbo-0301,59116,False,1
gpt-3.5-turbo-0613,80868,False,1
gpt-4-0314,53784,False,1
gpt-4-0613,49906,False,1
gpt-3.5-turbo-0301,52830,False,1
gpt-3.5-turbo-0613,98835,False,1
gpt-4-0314,93827,True,1
gpt-4-0613,11123,False,1
gpt-3.5-turbo-0301,71039,True,0
gpt-3.5-turbo-0613,49399,False,0
gpt-4-0314,42790,False,1
gpt-4-0613,44093,False,1
gpt-3.5-turbo-0301,55430,False,1
gpt-3.5-turbo-0613,84457,True,1
gpt-4-0314,94289,False,0
gpt-4-0613,62503,False,1
gpt-3.5-turbo-0301,34422,False,1
gpt-3.5-turbo-0613,21031,True,1
gpt-4-0314,61932,False,1
gpt-4-0613,80237,False,1
gpt-3.5-turbo-0301,12785,False,1
gpt-3.5-turbo-0613,82556,False,1
gpt-4-0314,98645,False,1
gpt-4-0613,45342,False,1
gpt-3.5-turbo-0301,94398,False,1
gpt-3.5-turbo-0613,58030,False,1
gpt-4-0314,66632,False,1
gpt-4-0613,32271,False,1
gpt-3.5-turbo-0301,59377,True,1
gpt-3.5-turbo-0613,85678,False,1
gpt-4-0314,74467,False,0
gpt-4-0613,69320,False,1
gpt-3.5-turbo-0301,88517,False,1
gpt-3.5-turbo-0613,13248,False,1
gpt-4-0314,66411,False,0
gpt-4-0613,76631,True,0
gpt-3.5-turbo-0301,30990,False,1
gpt-3.5-turbo-0613,39818,False,1
gpt-4-0314,51288,False,1
gpt-4-0613,94286,False,1
gpt-3.5-turbo-0301,28031,True,0
gpt-3.5-turbo-0613,59451,False,1
gpt-4-0314,63419,True,1
gpt-4-0613,45869,True,0
gpt-3.5-turbo-0301,52848,False,1
gpt-3.5-turbo-0613,16288,False,1
gpt-4-0314,57964,False,1
gpt-4-0613,29447,False,1
gpt-3.5-turbo-0301,94607,False,1
gpt-3.5-turbo-0613,54074,False,1
gpt-4-0314,83257,True,1
gpt-4-0613,40528,False,1
gpt-3.5-turbo-0301,21461,False,1
gpt-3.5-turbo-0613,67945,False,0
gpt-4-0314,92177,True,1
gpt-4-0613,75457,False,1
gpt-3.5-turbo-0301,99939,False,1
gpt-3.5-turbo-0613,83150,False,1
gpt-4-0314,32788,False,1
gpt-4-0613,44631,False,1
gpt-3.5-turbo-0301,53316,False,1
gpt-3.5-turbo-0613,37775,False,0
gpt-4-0314,93207,False,0
gpt-4-0613,40255,False,1
gpt-3.5-turbo-0301,62154,False,1
gpt-3.5-turbo-0613,74239,False,0
gpt-4-0314,74063,False,0
gpt-4-0613,40680,False,1
gpt-3.5-turbo-0301,44632,False,1
gpt-3.5-turbo-0613,35053,True,1
gpt-4-0314,39098,False,1
gpt-4-0613,92050,False,1
gpt-3.5-turbo-0301,91453,True,0
gpt-3.5-turbo-0613,20882,False,1
gpt-4-0314,60666,False,1
gpt-4-0613,72756,False,1
gpt-3.5-turbo-0301,66960,False,1
gpt-3.5-turbo-0613,26494,False,0
gpt-4-0314,80336,False,1
gpt-4-0613,65242,False,1
gpt-3.5-turbo-0301,86496,False,1
gpt-3.5-turbo-0613,85646,False,1
gpt-4-0314,47971,False,0
gpt-4-0613,87234,False,1
gpt-3.5-turbo-0301,78395,False,1
gpt-3.5-turbo-0613,44708,False,1
gpt-4-0314,35361,False,0
gpt-4-0613,89491,True,0
gpt-3.5-turbo-0301,20032,False,1
gpt-3.5-turbo-0613,23097,False,0
gpt-4-0314,33486,False,1
gpt-4-0613,36592,False,1
gpt-3.5-turbo-0301,66360,False,1
gpt-3.5-turbo-0613,48240,False,1
gpt-4-0314,46895,False,1
gpt-4-0613,64492,False,1
gpt-3.5-turbo-0301,29138,False,1
gpt-3.5-turbo-0613,88128,False,1
gpt-4-0314,51574,False,1
gpt-4-0613,28276,False,1
gpt-3.5-turbo-0301,21269,True,0
gpt-3.5-turbo-0613,14868,False,1
gpt-4-0314,48795,False,1
gpt-4-0613,57637,True,0
gpt-3.5-turbo-0301,70397,False,1
gpt-3.5-turbo-0613,82115,False,0
gpt-4-0314,97841,True,1
gpt-4-0613,54917,True,0
gpt-3.5-turbo-0301,61610,False,1
gpt-3.5-turbo-0613,38848,False,0
gpt-4-0314,51481,True,1
gpt-4-0613,12857,False,1
gpt-3.5-turbo-0301,53329,False,1
gpt-3.5-turbo-0613,52168,False,1
gpt-4-0314,29866,False,1
gpt-4-0613,15272,False,1
gpt-3.5-turbo-0301,95642,False,1
gpt-3.5-turbo-0613,83121,False,0
gpt-4-0314,86357,True,1
gpt-4-0613,34878,False,1
gpt-3.5-turbo-0301,92790,False,1
gpt-3.5-turbo-0613,16429,False,0
gpt-4-0314,22879,False,0
gpt-4-0613,40410,False,1
gpt-3.5-turbo-0301,68348,False,1
gpt-3.5-turbo-0613,53411,True,1
gpt-4-0314,27145,False,1
gpt-4-0613,78696,False,1
gpt-3.5-turbo-0301,74940,False,1
gpt-3.5-turbo-0613,71138,False,1
gpt-4-0314,85967,False,0
gpt-4-0613,27113,False,1
gpt-3.5-turbo-0301,50238,False,1
gpt-3.5-turbo-0613,73734,False,1
gpt-4-0314,80924,False,1
gpt-4-0613,40074,False,1
gpt-3.5-turbo-0301,39133,True,0
gpt-3.5-turbo-0613,88410,False,1
gpt-4-0314,20765,False,1
gpt-4-0613,40417,False,0
gpt-3.5-turbo-0301,69992,False,1
gpt-3.5-turbo-0613,41301,False,0
gpt-4-0314,30235,False,1
gpt-4-0613,88039,False,1
gpt-3.5-turbo-0301,85715,False,1
gpt-3.5-turbo-0613,78195,False,1
gpt-4-0314,19724,False,1
gpt-4-0613,37236,False,1
gpt-3.5-turbo-0301,26190,False,1
gpt-3.5-turbo-0613,56505,False,1
gpt-4-0314,15340,False,1
gpt-4-0613,37052,False,1
gpt-3.5-turbo-0301,44034,False,1
gpt-3.5-turbo-0613,12200,False,1
gpt-4-0314,80116,False,1
gpt-4-0613,12247,False,1
gpt-3.5-turbo-0301,93115,False,1
gpt-3.5-turbo-0613,26128,False,1
gpt-4-0314,35355,False,1
gpt-4-0613,53762,False,1
gpt-3.5-turbo-0301,50431,False,1
gpt-3.5-turbo-0613,61344,False,1
gpt-4-0314,21722,False,1
gpt-4-0613,66567,False,1
gpt-3.5-turbo-0301,93120,False,1
gpt-3.5-turbo-0613,22701,False,1
gpt-4-0314,48640,False,1
gpt-4-0613,55730,False,1
gpt-3.5-turbo-0301,38110,False,1
gpt-3.5-turbo-0613,28307,True,1
gpt-4-0314,43439,False,0
gpt-4-0613,63634,False,1
gpt-3.5-turbo-0301,99508,False,1
gpt-3.5-turbo-0613,74810,False,1
gpt-4-0314,78392,False,1
gpt-4-0613,59181,False,1
gpt-3.5-turbo-0301,34621,False,0
gpt-3.5-turbo-0613,80639,False,0
gpt-4-0314,53248,False,1
gpt-4-0613,75441,False,0
gpt-3.5-turbo-0301,98362,False,1
gpt-3.5-turbo-0613,96079,True,1
gpt-4-0314,34564,False,1
gpt-4-0613,68738,False,1
gpt-3.5-turbo-0301,52098,False,1
gpt-3.5-turbo-0613,20300,False,1
gpt-4-0314,86530,False,1
gpt-4-0613,93038,False,1
gpt-3.5-turbo-0301,70405,False,1
gpt-3.5-turbo-0613,93647,False,0
gpt-4-0314,84011,True,1
gpt-4-0613,78288,False,1
gpt-3.5-turbo-0301,58249,False,1
gpt-3.5-turbo-0613,48426,False,0
gpt-4-0314,75963,False,0
gpt-4-0613,23673,False,1
gpt-3.5-turbo-0301,95376,False,1
gpt-3.5-turbo-0613,38466,False,1
gpt-4-0314,60554,False,1
gpt-4-0613,66253,False,1
gpt-3.5-turbo-0301,59537,False,1
gpt-3.5-turbo-0613,45952,False,1
gpt-4-0314,42968,False,1
gpt-4-0613,14763,False,1
gpt-3.5-turbo-0301,59838,False,1
gpt-3.5-turbo-0613,44004,False,1
gpt-4-0314,69420,False,1
gpt-4-0613,57147,False,1
gpt-3.5-turbo-0301,96150,False,1
gpt-3.5-turbo-0613,14058,False,1
gpt-4-0314,28722,False,1
gpt-4-0613,68519,False,1
gpt-3.5-turbo-0301,40014,False,1
gpt-3.5-turbo-0613,34660,False,1
gpt-4-0314,21496,False,1
gpt-4-0613,90529,True,0
gpt-3.5-turbo-0301,68464,False,1
gpt-3.5-turbo-0613,82498,False,1
gpt-4-0314,69724,False,1
gpt-4-0613,84514,False,1
gpt-3.5-turbo-0301,39114,False,1
gpt-3.5-turbo-0613,14138,False,1
gpt-4-0314,23920,False,1
gpt-4-0613,18717,False,1
gpt-3.5-turbo-0301,40337,False,1
gpt-3.5-turbo-0613,17902,False,0
gpt-4-0314,11591,False,0
gpt-4-0613,14314,False,1
gpt-3.5-turbo-0301,13794,False,1
gpt-3.5-turbo-0613,75140,False,1
gpt-4-0314,16624,False,1
